source,target,corr,abscorr
KLF4,NFIB,0.920086739,0.920086739
KLF4,NCOR2,-0.939558845,0.939558845
KLF4,TCEAL8,-0.933474151,0.933474151
KLF4,NOTCH3,0.902568815,0.902568815
KLF4,TBL1X,0.930353378,0.930353378
KLF4,TCEB2,0.935766014,0.935766014
KLF4,KLF6,0.920243331,0.920243331
KLF4,LBH,0.984064548,0.984064548
KLF4,LMCD1,0.953104533,0.953104533
KLF4,LMO2,-0.939407834,0.939407834
KLF4,MAFB,0.963665731,0.963665731
KLF4,MCTS1,-0.937351845,0.937351845
KLF4,MXD1,0.961283045,0.961283045
KLF4,NFAT5,0.904761164,0.904761164
KLF4,NFE2L3,0.969238749,0.969238749
KLF4,NFKBIZ,0.956134424,0.956134424
KLF4,NR4A2,0.963655046,0.963655046
KLF4,OSR2,0.950736736,0.950736736
KLF4,PNRC2,0.979979405,0.979979405
KLF4,PRMT6,-0.914685945,0.914685945
KLF4,PTTG1,0.97641639,0.97641639
KLF4,RBM39,0.936287506,0.936287506
KLF4,RNF10,0.936474363,0.936474363
KLF4,SERTAD1,0.973910241,0.973910241
KLF4,SIRT1,0.94757348,0.94757348
KLF4,SRSF2,0.967673653,0.967673653
KLF4,STAT4,-0.920447465,0.920447465
KLF4,TAF4B,0.971696679,0.971696679
KLF4,TIMELESS,0.971502746,0.971502746
KLF4,TRIB3,-0.988208662,0.988208662
KLF4,TRIM25,-0.947882687,0.947882687
KLF4,TSC22D2,0.918456325,0.918456325
KLF4,UHRF1,0.95313685,0.95313685
KLF4,ZBTB43,0.947358441,0.947358441
KLF4,ZNF14,0.934176614,0.934176614
KLF4,ZNF165,0.985054061,0.985054061
KLF4,ZNF394,0.98631162,0.98631162
KLF4,ZNF551,0.958837563,0.958837563
KLF4,ZNF652,0.904083725,0.904083725
KLF4,ZNF682,0.951988357,0.951988357
KLF4,ZNF750,0.973649733,0.973649733
KLF4,ZNF814,-0.95503601,0.95503601
JUN,NFIB,0.968428383,0.968428383
JUN,PEG3,0.932339904,0.932339904
JUN,PHTF1,0.928594089,0.928594089
JUN,SIX4,0.925297397,0.925297397
JUN,SMARCA2,0.904451899,0.904451899
JUN,SRRT,0.94784562,0.94784562
JUN,STAT1,-0.975625632,0.975625632
JUN,TCF12,-0.919108707,0.919108707
JUN,TP63,0.942609321,0.942609321
JUN,NUPR1,-0.911285491,0.911285491
JUN,TCEAL8,-0.928744152,0.928744152
JUN,NOTCH3,0.957251759,0.957251759
JUN,TBL1X,0.940907222,0.940907222
JUN,TCEB2,0.987091991,0.987091991
JUN,UXT,-0.96214176,0.96214176
JUN,JUNB,0.956573642,0.956573642
JUN,KANK1,0.949514803,0.949514803
JUN,KLF10,0.905955455,0.905955455
JUN,KLF2,0.948013861,0.948013861
JUN,KLF4,0.959782241,0.959782241
JUN,KLF6,0.96109823,0.96109823
JUN,LBH,0.94219058,0.94219058
JUN,LMCD1,0.905209568,0.905209568
JUN,MAFB,0.992663771,0.992663771
JUN,MCTS1,-0.957364549,0.957364549
JUN,MSX1,0.960921655,0.960921655
JUN,MXD1,0.914363366,0.914363366
JUN,MYC,0.919172807,0.919172807
JUN,NFAT5,0.97770402,0.97770402
JUN,NFE2L3,0.935773491,0.935773491
JUN,NR4A2,0.967071051,0.967071051
JUN,OSR2,0.983117423,0.983117423
JUN,PNRC2,0.927646912,0.927646912
JUN,PRMT6,-0.978497894,0.978497894
JUN,PTTG1,0.963531984,0.963531984
JUN,RNF10,0.947895593,0.947895593
JUN,SERTAD1,0.995684426,0.995684426
JUN,SIRT1,0.936903899,0.936903899
JUN,SRSF2,0.977008034,0.977008034
JUN,TAF4B,0.991833386,0.991833386
JUN,TIMELESS,0.990065993,0.990065993
JUN,TOB1,0.960189794,0.960189794
JUN,TRIB3,-0.98765347,0.98765347
JUN,TRIM25,-0.961931242,0.961931242
JUN,TSC22D2,0.938796098,0.938796098
JUN,UHRF1,0.911698223,0.911698223
JUN,ZHX1,-0.978666044,0.978666044
JUN,ZNF14,0.922774263,0.922774263
JUN,ZNF165,0.901353192,0.901353192
JUN,ZNF394,0.932820159,0.932820159
JUN,ZNF551,0.935775651,0.935775651
JUN,ZNF652,0.942117547,0.942117547
JUN,ZNF682,0.940163735,0.940163735
JUN,ZNF750,0.901456745,0.901456745
JUN,ZNF814,-0.940211588,0.940211588
FOSB,GLIS3,-0.943250174,0.943250174
FOSB,GTF2B,0.983276567,0.983276567
FOSB,HABP4,-0.917933496,0.917933496
FOSB,IRF6,0.979754466,0.979754466
FOSB,NCOR2,-0.954303955,0.954303955
FOSB,RBBP7,0.936389347,0.936389347
FOSB,SIAH2,0.916744178,0.916744178
FOSB,SND1,0.920703838,0.920703838
FOSB,TSC22D1,0.919786015,0.919786015
FOSB,VEZF1,-0.91060588,0.91060588
FOSB,TCEAL8,-0.920799953,0.920799953
FOSB,FOXC1,0.905754254,0.905754254
FOSB,TBL1X,0.904113901,0.904113901
FOSB,TCEB2,0.910224123,0.910224123
FOSB,FOXD1,0.928358797,0.928358797
FOSB,FOXK1,0.929947273,0.929947273
FOSB,GMNN,0.97856813,0.97856813
FOSB,GRHL3,0.95028678,0.95028678
FOSB,HES1,0.963497137,0.963497137
FOSB,HMGA1,0.925990667,0.925990667
FOSB,HMGB1,0.931692794,0.931692794
FOSB,HMGB2,0.931732775,0.931732775
FOSB,ID2,0.958046493,0.958046493
FOSB,ISL1,0.992820296,0.992820296
FOSB,JUN,0.933587181,0.933587181
FOSB,JUNB,0.987239365,0.987239365
FOSB,KANK1,0.965393132,0.965393132
FOSB,KLF10,0.96933399,0.96933399
FOSB,KLF2,0.962194826,0.962194826
FOSB,KLF4,0.991689023,0.991689023
FOSB,LBH,0.980971446,0.980971446
FOSB,LMCD1,0.945780477,0.945780477
FOSB,LMO2,-0.938458309,0.938458309
FOSB,MAFB,0.938483459,0.938483459
FOSB,MCTS1,-0.901847145,0.901847145
FOSB,MXD1,0.972661848,0.972661848
FOSB,NFE2L3,0.964412235,0.964412235
FOSB,NFKBIZ,0.971089974,0.971089974
FOSB,NR4A2,0.95163721,0.95163721
FOSB,OSR2,0.925626803,0.925626803
FOSB,PNRC2,0.97533383,0.97533383
FOSB,PTTG1,0.969378276,0.969378276
FOSB,RBM39,0.947334354,0.947334354
FOSB,RNF10,0.915259234,0.915259234
FOSB,SERTAD1,0.948801706,0.948801706
FOSB,SIRT1,0.93224732,0.93224732
FOSB,SRSF2,0.954446045,0.954446045
FOSB,STAT4,-0.937079141,0.937079141
FOSB,TAF4B,0.955106084,0.955106084
FOSB,TIMELESS,0.945181342,0.945181342
FOSB,TRIB3,-0.971811541,0.971811541
FOSB,TRIM25,-0.933185776,0.933185776
FOSB,UHRF1,0.948349926,0.948349926
FOSB,ZBTB43,0.962803834,0.962803834
FOSB,ZNF14,0.928480991,0.928480991
FOSB,ZNF165,0.99067912,0.99067912
FOSB,ZNF394,0.988218947,0.988218947
FOSB,ZNF546,0.909769937,0.909769937
FOSB,ZNF551,0.963209373,0.963209373
FOSB,ZNF682,0.948811902,0.948811902
FOSB,ZNF701,0.907056058,0.907056058
FOSB,ZNF750,0.981714406,0.981714406
FOSB,ZNF814,-0.951805712,0.951805712
EGR1,EPAS1,-0.910838751,0.910838751
EGR1,EYA2,0.978307792,0.978307792
EGR1,FOXN2,-0.948360299,0.948360299
EGR1,HEY1,0.975288986,0.975288986
EGR1,NFIB,0.973987482,0.973987482
EGR1,PEG3,0.946022485,0.946022485
EGR1,SIX4,0.93140618,0.93140618
EGR1,SMARCA2,0.921750371,0.921750371
EGR1,SRRT,0.938248672,0.938248672
EGR1,STAT1,-0.952539342,0.952539342
EGR1,TAF5L,-0.923960346,0.923960346
EGR1,TCF12,-0.933766903,0.933766903
EGR1,GTF2B,0.924721163,0.924721163
EGR1,IRF6,0.9259656,0.9259656
EGR1,NCOR2,-0.900435042,0.900435042
EGR1,FOXC1,0.972166669,0.972166669
EGR1,HES2,-0.954325622,0.954325622
EGR1,NOTCH3,0.905957307,0.905957307
EGR1,TBL1X,0.909514906,0.909514906
EGR1,TCEB2,0.960698202,0.960698202
EGR1,UXT,-0.913648049,0.913648049
EGR1,EGR2,0.982794781,0.982794781
EGR1,EID2B,0.963419218,0.963419218
EGR1,ELF5,0.979850013,0.979850013
EGR1,ELK1,-0.918255348,0.918255348
EGR1,ETS1,0.917849146,0.917849146
EGR1,EZH2,0.961362951,0.961362951
EGR1,FOS,0.990645537,0.990645537
EGR1,FOSB,0.966941079,0.966941079
EGR1,FOXD1,0.981332467,0.981332467
EGR1,FOXK1,0.926271645,0.926271645
EGR1,GMNN,0.960488592,0.960488592
EGR1,GRHL2,-0.913951426,0.913951426
EGR1,GRHL3,0.905351891,0.905351891
EGR1,HES1,0.991297184,0.991297184
EGR1,HES6,0.962510525,0.962510525
EGR1,HMGA1,0.93013626,0.93013626
EGR1,HMGB1,0.937747844,0.937747844
EGR1,HOPX,-0.900333443,0.900333443
EGR1,ID2,0.983358592,0.983358592
EGR1,ISL1,0.958372208,0.958372208
EGR1,JUN,0.98098996,0.98098996
EGR1,JUNB,0.972714678,0.972714678
EGR1,KANK1,0.966974315,0.966974315
EGR1,KLF10,0.91763774,0.91763774
EGR1,KLF2,0.932881736,0.932881736
EGR1,KLF4,0.979122225,0.979122225
EGR1,KLF6,0.911437618,0.911437618
EGR1,LBH,0.955458787,0.955458787
EGR1,LMO2,-0.951036527,0.951036527
EGR1,MAFB,0.991132816,0.991132816
EGR1,MCTS1,-0.949157734,0.949157734
EGR1,MSX1,0.951640214,0.951640214
EGR1,MXD1,0.920727269,0.920727269
EGR1,NFAT5,0.955708725,0.955708725
EGR1,NFE2L3,0.933948145,0.933948145
EGR1,NR4A2,0.995050575,0.995050575
EGR1,OSR2,0.945911472,0.945911472
EGR1,PNRC2,0.975816724,0.975816724
EGR1,PRMT6,-0.933474921,0.933474921
EGR1,PTTG1,0.974598513,0.974598513
EGR1,RBM39,0.90051261,0.90051261
EGR1,RNF10,0.930540357,0.930540357
EGR1,SERTAD1,0.991368582,0.991368582
EGR1,SIRT1,0.974784689,0.974784689
EGR1,SRSF2,0.969251554,0.969251554
EGR1,TAF4B,0.995588944,0.995588944
EGR1,TIMELESS,0.96525109,0.96525109
EGR1,TOB1,0.942453421,0.942453421
EGR1,TRIB3,-0.982163445,0.982163445
EGR1,TRIM25,-0.983441483,0.983441483
EGR1,TSC22D2,0.966059654,0.966059654
EGR1,TSPYL2,0.954484541,0.954484541
EGR1,ZHX1,-0.942002361,0.942002361
EGR1,ZNF14,0.944055294,0.944055294
EGR1,ZNF165,0.949543468,0.949543468
EGR1,ZNF274,-0.942909866,0.942909866
EGR1,ZNF394,0.970216407,0.970216407
EGR1,ZNF546,0.905164344,0.905164344
EGR1,ZNF551,0.958327718,0.958327718
EGR1,ZNF652,0.959007947,0.959007947
EGR1,ZNF682,0.980086793,0.980086793
EGR1,ZNF750,0.946358407,0.946358407
EGR1,ZNF814,-0.960437016,0.960437016
FOS,FOXN2,-0.94657274,0.94657274
FOS,HEY1,0.960164158,0.960164158
FOS,NFIB,0.960303348,0.960303348
FOS,PEG3,0.937465299,0.937465299
FOS,SIX4,0.911971022,0.911971022
FOS,SMARCA2,0.900438906,0.900438906
FOS,SRRT,0.927566267,0.927566267
FOS,STAT1,-0.96469872,0.96469872
FOS,TCF12,-0.93376789,0.93376789
FOS,TP63,0.911811996,0.911811996
FOS,GTF2B,0.907899093,0.907899093
FOS,IRF6,0.933938338,0.933938338
FOS,TCEAL8,-0.928450855,0.928450855
FOS,FOXC1,0.985969229,0.985969229
FOS,HES2,-0.977035576,0.977035576
FOS,NOTCH3,0.943469204,0.943469204
FOS,TBL1X,0.947965554,0.947965554
FOS,TCEB2,0.987391229,0.987391229
FOS,UXT,-0.935525914,0.935525914
FOS,FOSB,0.957356236,0.957356236
FOS,FOXD1,0.970440541,0.970440541
FOS,GMNN,0.944615158,0.944615158
FOS,GRHL2,-0.911969354,0.911969354
FOS,GRHL3,0.931787481,0.931787481
FOS,HES1,0.970211411,0.970211411
FOS,HES6,0.975522923,0.975522923
FOS,HMGA1,0.952263204,0.952263204
FOS,HMGB1,0.946768504,0.946768504
FOS,HOPX,-0.926969332,0.926969332
FOS,ID2,0.983559967,0.983559967
FOS,ISL1,0.935944246,0.935944246
FOS,JUN,0.989837098,0.989837098
FOS,JUNB,0.966659727,0.966659727
FOS,KANK1,0.961638305,0.961638305
FOS,KLF10,0.927462441,0.927462441
FOS,KLF2,0.95007702,0.95007702
FOS,KLF4,0.972092995,0.972092995
FOS,KLF6,0.948940792,0.948940792
FOS,LBH,0.96654539,0.96654539
FOS,LMCD1,0.910887351,0.910887351
FOS,LMO2,-0.908077518,0.908077518
FOS,MAFB,0.992139735,0.992139735
FOS,MCTS1,-0.963394899,0.963394899
FOS,MSX1,0.947014769,0.947014769
FOS,MXD1,0.94025129,0.94025129
FOS,MYC,0.91094559,0.91094559
FOS,NFAT5,0.970745058,0.970745058
FOS,NFE2L3,0.951435062,0.951435062
FOS,NFKBIZ,0.905832539,0.905832539
FOS,NR4A2,0.975737443,0.975737443
FOS,OSR2,0.973656184,0.973656184
FOS,PNRC2,0.9564154,0.9564154
FOS,PRMT6,-0.966316031,0.966316031
FOS,PTTG1,0.985736548,0.985736548
FOS,RNF10,0.955577601,0.955577601
FOS,SERTAD1,0.990350537,0.990350537
FOS,SIRT1,0.945561008,0.945561008
FOS,SRSF2,0.991815037,0.991815037
FOS,TAF4B,0.99159209,0.99159209
FOS,TIMELESS,0.976863685,0.976863685
FOS,TOB1,0.936694704,0.936694704
FOS,TRIB3,-0.985667946,0.985667946
FOS,TRIM25,-0.975665171,0.975665171
FOS,TSC22D2,0.93199648,0.93199648
FOS,TSPYL2,0.912953536,0.912953536
FOS,UHRF1,0.921035964,0.921035964
FOS,ZHX1,-0.959564288,0.959564288
FOS,ZNF14,0.935884983,0.935884983
FOS,ZNF165,0.926775448,0.926775448
FOS,ZNF274,-0.913804093,0.913804093
FOS,ZNF394,0.953988591,0.953988591
FOS,ZNF551,0.954013032,0.954013032
FOS,ZNF652,0.946564441,0.946564441
FOS,ZNF682,0.951511892,0.951511892
FOS,ZNF750,0.921334737,0.921334737
FOS,ZNF814,-0.956052096,0.956052096
NFKBIZ,RBBP7,0.913578534,0.913578534
NFKBIZ,SIAH2,0.97268229,0.97268229
NFKBIZ,SND1,0.958362822,0.958362822
NFKBIZ,TSC22D1,0.906941652,0.906941652
NFKBIZ,VEZF1,-0.91474575,0.91474575
NFKBIZ,ZBTB42,-0.92337309,0.92337309
NFKBIZ,TCEAL8,-0.943496734,0.943496734
NFKBIZ,TBL1X,0.919543202,0.919543202
NFKBIZ,OVOL1,0.956405051,0.956405051
NFKBIZ,PNRC2,0.930337469,0.930337469
NFKBIZ,PTTG1,0.949187515,0.949187515
NFKBIZ,RBM39,0.938082425,0.938082425
NFKBIZ,RNF10,0.902070386,0.902070386
NFKBIZ,SRF,0.920959976,0.920959976
NFKBIZ,SRSF2,0.931229432,0.931229432
NFKBIZ,TIMELESS,0.902154946,0.902154946
NFKBIZ,TRIB3,-0.929449434,0.929449434
NFKBIZ,UHRF1,0.975968995,0.975968995
NFKBIZ,ZBTB43,0.99300045,0.99300045
NFKBIZ,ZNF165,0.960243545,0.960243545
NFKBIZ,ZNF394,0.947927573,0.947927573
NFKBIZ,ZNF551,0.92286544,0.92286544
NFKBIZ,ZNF701,0.965267402,0.965267402
NFKBIZ,ZNF750,0.937958128,0.937958128
NFKBIZ,ZNF814,-0.90569099,0.90569099
NUPR1,PARP1,-0.97284707,0.97284707
NUPR1,PEG3,-0.917554158,0.917554158
NUPR1,PHTF1,-0.994589734,0.994589734
NUPR1,RNF14,0.987969271,0.987969271
NUPR1,SIX4,-0.958959279,0.958959279
NUPR1,SMARCA1,-0.918022236,0.918022236
NUPR1,SMARCA2,-0.945501295,0.945501295
NUPR1,SP110,0.967785366,0.967785366
NUPR1,SRRT,-0.971991195,0.971991195
NUPR1,STAT1,0.959444223,0.959444223
NUPR1,TP63,-0.979768004,0.979768004
NUPR1,ZNF451,-0.938160209,0.938160209
NUPR1,RBBP4,-0.97232936,0.97232936
NUPR1,RFX5,-0.987272286,0.987272286
NUPR1,SIN3B,0.917186862,0.917186862
NUPR1,TBX3,0.910727745,0.910727745
NUPR1,TCEB2,-0.91036906,0.91036906
NUPR1,UXT,0.965407293,0.965407293
NUPR1,PRMT6,0.908713739,0.908713739
NUPR1,TOB1,-0.972598901,0.972598901
NUPR1,ZHX1,0.96171781,0.96171781
NUPR1,ZNF652,-0.912451858,0.912451858
CCND1,CNOT7,-0.939133698,0.939133698
CCND1,EPAS1,-0.907469144,0.907469144
CCND1,FOXN2,-0.90123914,0.90123914
CCND1,GATA2,-0.923819733,0.923819733
CCND1,IRF9,-0.914768012,0.914768012
CCND1,PHTF1,0.958301065,0.958301065
CCND1,RNF14,-0.909168023,0.909168023
CCND1,SP110,-0.991274437,0.991274437
CCND1,STAT1,-0.928369586,0.928369586
CCND1,TP63,0.952099215,0.952099215
CCND1,EEF1D,0.911710612,0.911710612
CCND1,ELP2,-0.917076212,0.917076212
CCND1,HSBP1,0.951424186,0.951424186
CCND1,ID1,0.911200369,0.911200369
CCND1,IWS1,-0.925007144,0.925007144
CCND1,KMT5B,-0.916612015,0.916612015
CCND1,NUPR1,-0.946828331,0.946828331
CCND1,RBBP4,0.960679255,0.960679255
CCND1,RFX5,0.923731167,0.923731167
CCND1,SIN3B,-0.944609034,0.944609034
CCND1,TBX3,-0.95037233,0.95037233
CCND1,DNMT1,0.943014023,0.943014023
CCND1,IRX2,0.970928003,0.970928003
CCND1,UXT,-0.927989249,0.927989249
CCND1,CREB3L2,-0.906441299,0.906441299
CCND1,CUX1,0.91576949,0.91576949
CCND1,E2F3,0.929722478,0.929722478
CCND1,EEF1A1,0.941411758,0.941411758
CCND1,FAM120B,-0.973669593,0.973669593
CCND1,HES6,0.903521425,0.903521425
CCND1,HOPX,-0.962529249,0.962529249
CCND1,NFAT5,0.907568114,0.907568114
CCND1,ZHX1,-0.92647265,0.92647265
PTTG1,STAT1,-0.925722683,0.925722683
PTTG1,TCEAL8,-0.946845169,0.946845169
PTTG1,TBL1X,0.963510793,0.963510793
PTTG1,TCEB2,0.967839762,0.967839762
PTTG1,RBM39,0.926163125,0.926163125
PTTG1,RNF10,0.948987122,0.948987122
PTTG1,SERTAD1,0.970465974,0.970465974
PTTG1,SIRT1,0.936776107,0.936776107
PTTG1,SRSF2,0.99023724,0.99023724
PTTG1,TAF4B,0.967519519,0.967519519
PTTG1,TIMELESS,0.958834951,0.958834951
PTTG1,TRIB3,-0.979480891,0.979480891
PTTG1,TRIM25,-0.97125302,0.97125302
PTTG1,UHRF1,0.950091902,0.950091902
PTTG1,ZBTB43,0.922405134,0.922405134
PTTG1,ZHX1,-0.922887289,0.922887289
PTTG1,ZNF14,0.915339963,0.915339963
PTTG1,ZNF165,0.945842104,0.945842104
PTTG1,ZNF394,0.958773329,0.958773329
PTTG1,ZNF551,0.948571565,0.948571565
PTTG1,ZNF682,0.927159728,0.927159728
PTTG1,ZNF750,0.935143819,0.935143819
PTTG1,ZNF814,-0.945551571,0.945551571
HOPX,NFIB,-0.923918483,0.923918483
HOPX,PARP1,-0.910673414,0.910673414
HOPX,PHTF1,-0.972926035,0.972926035
HOPX,RNF14,0.930181241,0.930181241
HOPX,SIX4,-0.908429124,0.908429124
HOPX,SP110,0.954481436,0.954481436
HOPX,SRRT,-0.948689005,0.948689005
HOPX,STAT1,0.979326925,0.979326925
HOPX,TP63,-0.988054148,0.988054148
HOPX,NUPR1,0.962056652,0.962056652
HOPX,RBBP4,-0.952661341,0.952661341
HOPX,RFX5,-0.912236654,0.912236654
HOPX,IRX2,-0.984640635,0.984640635
HOPX,NOTCH3,-0.951638779,0.951638779
HOPX,TBL1X,-0.90617128,0.90617128
HOPX,TCEB2,-0.962910044,0.962910044
HOPX,UXT,0.986418834,0.986418834
HOPX,ID2,-0.90975914,0.90975914
HOPX,JUN,-0.953245643,0.953245643
HOPX,KLF6,-0.925711559,0.925711559
HOPX,MAFB,-0.938898637,0.938898637
HOPX,MCTS1,0.935906901,0.935906901
HOPX,MSX1,-0.957140125,0.957140125
HOPX,MYC,-0.91840523,0.91840523
HOPX,NFAT5,-0.977981542,0.977981542
HOPX,OSR2,-0.932138935,0.932138935
HOPX,PRMT6,0.971550698,0.971550698
HOPX,SERTAD1,-0.937824262,0.937824262
HOPX,SRSF2,-0.913260564,0.913260564
HOPX,TAF4B,-0.923023067,0.923023067
HOPX,TIMELESS,-0.922976136,0.922976136
HOPX,TOB1,-0.956744463,0.956744463
HOPX,TRIB3,0.904968127,0.904968127
HOPX,TRIM25,0.915271698,0.915271698
HOPX,YBX3,-0.901032221,0.901032221
HOPX,ZHX1,0.991622404,0.991622404
HES2,HEY1,-0.925118037,0.925118037
HES2,NFIB,-0.935002671,0.935002671
HES2,PHTF1,-0.92716019,0.92716019
HES2,SRRT,-0.926470326,0.926470326
HES2,STAT1,0.97946045,0.97946045
HES2,TP63,-0.937708513,0.937708513
HES2,TCEAL8,0.927094097,0.927094097
HES2,IRX2,-0.932439361,0.932439361
HES2,NOTCH3,-0.963733847,0.963733847
HES2,TBL1X,-0.959621036,0.959621036
HES2,TCEB2,-0.986899797,0.986899797
HES2,UXT,0.958262162,0.958262162
HES2,HES6,-0.973379918,0.973379918
HES2,HMGA1,-0.95449892,0.95449892
HES2,HMGB1,-0.95330797,0.95330797
HES2,HOPX,0.967351507,0.967351507
HES2,ID2,-0.976772023,0.976772023
HES2,JUN,-0.983751564,0.983751564
HES2,JUNB,-0.940902822,0.940902822
HES2,KANK1,-0.948679045,0.948679045
HES2,KLF10,-0.905015953,0.905015953
HES2,KLF2,-0.925976069,0.925976069
HES2,KLF4,-0.934167497,0.934167497
HES2,KLF6,-0.954048467,0.954048467
HES2,LBH,-0.939110996,0.939110996
HES2,MAFB,-0.977435579,0.977435579
HES2,MCTS1,0.9561688,0.9561688
HES2,MSX1,-0.933233808,0.933233808
HES2,MYC,-0.954220197,0.954220197
HES2,NFAT5,-0.967664417,0.967664417
HES2,NFE2L3,-0.936319839,0.936319839
HES2,NR4A2,-0.929459995,0.929459995
HES2,OSR2,-0.980687709,0.980687709
HES2,PNRC2,-0.905551866,0.905551866
HES2,PRMT6,0.980109509,0.980109509
HES2,PTTG1,-0.962857203,0.962857203
HES2,RNF10,-0.928105715,0.928105715
HES2,SERTAD1,-0.977752096,0.977752096
HES2,SIRT1,-0.919741979,0.919741979
HES2,SRSF2,-0.977867578,0.977867578
HES2,TAF4B,-0.961310985,0.961310985
HES2,TIMELESS,-0.972033394,0.972033394
HES2,TOB1,-0.940223669,0.940223669
HES2,TRIB3,0.969387545,0.969387545
HES2,TRIM25,0.946725827,0.946725827
HES2,UHRF1,-0.905660858,0.905660858
HES2,YBX3,-0.926676481,0.926676481
HES2,ZHX1,0.973829873,0.973829873
HES1,HEY1,0.969231496,0.969231496
HES1,NFIB,0.972791589,0.972791589
HES1,PEG3,0.937891944,0.937891944
HES1,SIX4,0.930638269,0.930638269
HES1,SMARCA2,0.919948463,0.919948463
HES1,SRRT,0.931769508,0.931769508
HES1,STAT1,-0.931159254,0.931159254
HES1,TAF5L,-0.93779111,0.93779111
HES1,TCF12,-0.922804797,0.922804797
HES1,IRF6,0.907086456,0.907086456
HES1,NCOR2,-0.920081664,0.920081664
HES1,HES2,-0.92584903,0.92584903
HES1,TCEB2,0.928626604,0.928626604
HES1,HES6,0.944984167,0.944984167
HES1,HMGA1,0.909767473,0.909767473
HES1,HMGB1,0.908167528,0.908167528
HES1,ID2,0.965887552,0.965887552
HES1,ISL1,0.957175658,0.957175658
HES1,JUN,0.967635411,0.967635411
HES1,JUNB,0.966893097,0.966893097
HES1,KANK1,0.955786781,0.955786781
HES1,KLF10,0.908145026,0.908145026
HES1,KLF2,0.916308428,0.916308428
HES1,KLF4,0.971497223,0.971497223
HES1,LBH,0.930279925,0.930279925
HES1,LMO2,-0.950950186,0.950950186
HES1,MAFB,0.978462873,0.978462873
HES1,MCTS1,-0.906436584,0.906436584
HES1,MSX1,0.935721764,0.935721764
HES1,MXD1,0.901498257,0.901498257
HES1,NFAT5,0.925692247,0.925692247
HES1,NFE2L3,0.906617545,0.906617545
HES1,NR4A2,0.993707133,0.993707133
HES1,OSR2,0.924951937,0.924951937
HES1,PNRC2,0.960833024,0.960833024
HES1,PTTG1,0.945535789,0.945535789
HES1,SERTAD1,0.979899403,0.979899403
HES1,SIRT1,0.975522361,0.975522361
HES1,SRSF2,0.940207248,0.940207248
HES1,STAT4,-0.931721393,0.931721393
HES1,TAF4B,0.987133665,0.987133665
HES1,TIMELESS,0.954339162,0.954339162
HES1,TOB1,0.938705122,0.938705122
HES1,TRIB3,-0.972465033,0.972465033
HES1,TRIM25,-0.959916049,0.959916049
HES1,TSC22D2,0.970185851,0.970185851
HES1,TSPYL2,0.961261884,0.961261884
HES1,ZHX1,-0.914665121,0.914665121
HES1,ZNF14,0.929406526,0.929406526
HES1,ZNF165,0.950468717,0.950468717
HES1,ZNF274,-0.941134843,0.941134843
HES1,ZNF394,0.963363781,0.963363781
HES1,ZNF546,0.909227416,0.909227416
HES1,ZNF551,0.94474888,0.94474888
HES1,ZNF652,0.95598767,0.95598767
HES1,ZNF682,0.98350844,0.98350844
HES1,ZNF750,0.958318967,0.958318967
HES1,ZNF814,-0.943028831,0.943028831
ISL1,MLLT1,0.900150296,0.900150296
ISL1,NCOR2,-0.971331985,0.971331985
ISL1,PITX1,-0.904617538,0.904617538
ISL1,RBBP7,0.954944324,0.954944324
ISL1,SIAH2,0.905723548,0.905723548
ISL1,SND1,0.928060319,0.928060319
ISL1,TSC22D1,0.929834631,0.929834631
ISL1,VEZF1,-0.928096453,0.928096453
ISL1,ZBTB42,-0.902284365,0.902284365
ISL1,JUN,0.906142456,0.906142456
ISL1,JUNB,0.972772676,0.972772676
ISL1,KANK1,0.949100446,0.949100446
ISL1,KLF10,0.944716647,0.944716647
ISL1,KLF2,0.934133512,0.934133512
ISL1,KLF4,0.983026029,0.983026029
ISL1,LBH,0.96280727,0.96280727
ISL1,LMCD1,0.915630957,0.915630957
ISL1,LMO2,-0.965848174,0.965848174
ISL1,MAFB,0.920773183,0.920773183
ISL1,MXD1,0.945984591,0.945984591
ISL1,NFE2L3,0.938253244,0.938253244
ISL1,NFKBIZ,0.95651937,0.95651937
ISL1,NR4A2,0.950507794,0.950507794
ISL1,PNRC2,0.984358616,0.984358616
ISL1,PTTG1,0.950560475,0.950560475
ISL1,RBM39,0.960514962,0.960514962
ISL1,SERTAD1,0.930973762,0.930973762
ISL1,SIRT1,0.935791812,0.935791812
ISL1,SRSF2,0.925067352,0.925067352
ISL1,STAT4,-0.953786829,0.953786829
ISL1,TAF4B,0.940018435,0.940018435
ISL1,TIMELESS,0.915562902,0.915562902
ISL1,TRIB3,-0.948961687,0.948961687
ISL1,TRIM25,-0.928518864,0.928518864
ISL1,TSC22D2,0.900503021,0.900503021
ISL1,TSPYL2,0.911498458,0.911498458
ISL1,UHRF1,0.916171915,0.916171915
ISL1,ZBTB43,0.947438776,0.947438776
ISL1,ZNF14,0.931091044,0.931091044
ISL1,ZNF165,0.996384763,0.996384763
ISL1,ZNF394,0.991787054,0.991787054
ISL1,ZNF546,0.93239355,0.93239355
ISL1,ZNF549,0.909903689,0.909903689
ISL1,ZNF551,0.958225403,0.958225403
ISL1,ZNF682,0.956642821,0.956642821
ISL1,ZNF750,0.979874131,0.979874131
ISL1,ZNF814,-0.949565458,0.949565458
CTNND1,PTRF,-0.937781979,0.937781979
CTNND1,STAT1,0.924988806,0.924988806
